"tags","year_appeared","total_count"
"friendly-id","2009",217
"friendly-url","2008",427
"froala","2014",149
"frontend","2008",1967
"frp","2009",224
"fs","2011",575
"fsm","2008",127
"fsockopen","2008",138
"fstream","2008",676
"ftdi","2010",112
"ftp","2008",5037
"ftp-client","2008",262
"ftplib","2009",136
"ftps","2008",167
"ftpwebrequest","2008",238
"fuelphp","2011",280
"full-text-indexing","2009",231
"full-text-search","2008",3072
"fullcalendar","2009",2529
"fullpage.js","2013",394
"fullscreen","2008",1167
"func","2008",380
"function","2008",22447
"function-call","2009",121
"function-calls","2008",169
"function-pointers","2008",1352
"functional-dependencies","2009",113
"functional-programming","2008",6233
"functional-testing","2008",681
"functor","2008",536
"fuse","2008",241
"fusedlocationproviderapi","2014",155
"fuseesb","2010",144
"fusioncharts","2009",287
"future","2009",919
"fuzzy-search","2008",255
"fwrite","2008",463
"fxcop","2008",415
"fxml","2011",957
"g++","2008",3139
"gac","2008",541
"galaxy","2010",283
"gallery","2008",1206
"game-center","2010",711
"game-development","2009",108
"game-engine","2009",1081
"game-loop","2008",155
"game-maker","2011",101
"game-physics","2009",905
"gamekit","2009",383
"gameobject","2010",124
"gantt-chart","2008",196
"gaps-and-islands","2009",190
"garbage","2009",117
"garbage-collection","2008",4625
"gas","2008",213
"gateway","2008",282
"gatling","2012",333
"gatsby","2016",167
"gatt","2013",149
"gaussian","2008",348
"gawk","2008",368
"gcc","2008",12205
"gcc-warning","2009",244
"gcloud","2013",614
"gcov","2009",169
"gd","2008",1221
"gdal","2009",431
"gdata","2009",497
"gdata-api","2008",293
"gdb","2008",3106
"gdi","2008",667
"gdi+","2008",1225
"gearman","2009",228
"geb","2011",333
"gecko","2008",228
"geckodriver","2016",252
"geckofx","2009",120
"gedit","2009",176
"gem","2008",3201
"gemfile","2010",265
"gemfire","2011",142
"generator","2008",1859
"generic-list","2008",344
"generic-programming","2009",439
"generics","2008",17345
"genetic-algorithm","2008",554
"gensim","2011",385
"genymotion","2012",573
"geo","2008",338
"geocode","2010",221
"geocoding","2008",1102
"geodjango","2009",338
"geofencing","2011",291
"geofire","2014",170
"geography","2008",187
"geoip","2009",239
"geojson","2009",927
"geolocation","2008",4301
"geom-bar","2011",115
"geometry","2008",3035
"geopandas","2013",109
"geoserver","2009",357
"geospatial","2008",1340
"geotools","2009",132
"gephi","2011",106
"gerrit","2010",667
"gesture","2009",687
"gesture-recognition","2008",241
"gestures","2009",247
"get","2008",4584
"getchar","2009",180
"getelementbyid","2009",529
"getelementsbyclassname","2010",136
"getelementsbytagname","2010",150
"getjson","2008",701
"getline","2008",342
"getopt","2008",206
"getstream-io","2014",104
"getter","2008",544
"getter-setter","2008",657
"gettext","2008",755
"getusermedia","2012",290
"gevent","2010",410
"gfortran","2008",497
"ggmap","2012",229
"ggplot2","2009",7796
"ggvis","2014",140
"ghc","2009",1059
"ghci","2009",375
"gherkin","2010",294
"ghost-blog","2013",163
"ghostscript","2008",627
"gif","2008",910
"gimp","2009",244
"gis","2008",1629
"git","2008",49582
"git-bash","2010",683
"git-branch","2008",1127
"git-checkout","2009",376
"git-clone","2008",383
"git-commit","2008",580
"git-config","2009",191
"git-diff","2009",371
"git-filter-branch","2008",178
"git-flow","2010",387
"git-lfs","2015",128
"git-log","2008",316
"git-merge","2008",1055
"git-pull","2008",398
"git-push","2008",490
"git-rebase","2008",629
"git-remote","2008",309
"git-reset","2008",155
"git-stash","2008",264
"git-submodules","2008",1013
"git-subtree","2009",196
"git-svn","2008",1033
"git-tag","2009",200
"githooks","2009",645
"github","2008",13975
"github-api","2010",918
"github-for-windows","2012",253
"github-pages","2011",1032
"gitignore","2008",985
"gitlab","2012",2549
"gitlab-ci","2014",749
"gitlab-ci-runner","2015",345
"gitolite","2009",283
"glade","2008",331
"glassfish","2008",3265
"glassfish-3","2009",805
"glassfish-4","2012",372
"glew","2008",284
"glfw","2009",399
"glib","2008",489
"glibc","2008",588
"glkit","2011",216
"glm","2010",258
"glm-math","2011",179
"glmnet","2011",90
"glob","2008",639
"global","2008",1078
"global-asax","2008",521
"global-variables","2008",2454
"globalization","2008",718
"glsl","2008",2067
"glsurfaceview","2010",214
"gluon","2015",133
"gluon-mobile","2016",101
"glut","2008",588
"glyphicons","2012",318
"gmail","2008",3213
"gmail-api","2013",939
"gmail-imap","2010",229
"gmaps4rails","2009",356
"gmock","2011",126
"gmp","2008",275
"gmt","2008",165
"gnome","2008",517
"gnome-terminal","2009",165
"gnu","2008",759
"gnu-make","2008",1262
"gnu-parallel","2011",143
"gnu-screen","2008",242
"gnupg","2008",467
"gnuplot","2008",1547
"gnuradio","2009",139
"go","2009",14681
"go-gorm","2014",132
"google-admin-sdk","2012",341
"google-adwords","2008",654
"google-analytics","2008",6615
"google-analytics-api","2008",1316
"google-analytics-v4","2014",171
"google-api","2008",5567
"google-api-client","2010",588
"google-api-dotnet-client","2010",366
"google-api-java-client","2010",391
"google-api-nodejs-client","2013",175
"google-api-php-client","2012",627
"google-api-python-client","2010",300
"google-apis-explorer","2014",125
"google-app-engine","2008",19521
"google-app-engine-python","2014",209
"google-app-maker","2017",103
"google-apps","2008",840
"google-apps-marketplace","2010",215
"google-apps-script","2010",6465
"google-assistant-sdk","2017",158
"google-authentication","2008",501
"google-bigquery","2012",2760
"google-cardboard","2014",273
"google-cast","2013",485
"google-chartwrapper","2010",174
"google-checkout","2008",195
"google-chrome","2008",24276
"google-chrome-app","2012",1043
"google-chrome-devtools","2008",2618
"google-chrome-extension","2009",7818
"google-chrome-headless","2017",173
"google-chrome-os","2009",136
"google-closure","2009",318
"google-closure-compiler","2009",508
"google-closure-library","2009",186
"google-cloud-bigtable","2015",107
"google-cloud-dataflow","2014",887
"google-cloud-datalab","2015",135
"google-cloud-dataproc","2015",218
"google-cloud-datastore","2008",2903
"google-cloud-endpoints","2012",1019
"google-cloud-firestore","2017",1741
"google-cloud-functions","2016",1494
"google-cloud-messaging","2012",3008
"google-cloud-ml","2015",225
"google-cloud-platform","2013",3735
"google-cloud-pubsub","2015",305
"google-cloud-sql","2011",700
"google-cloud-storage","2010",2022
"google-cloud-vision","2016",122
"google-colaboratory","2017",175
"google-compute-engine","2012",1497
"google-contacts","2009",391
"google-crawlers","2009",153
"google-custom-search","2009",272
"google-data-studio","2016",105
"google-dfp","2011",225
"google-docs","2008",866
"google-docs-api","2009",409
"google-drive-android-api","2010",374
"google-drive-realtime-api","2012",225
"google-earth","2008",322
"google-earth-plugin","2008",189
"google-fabric","2016",241
"google-fit","2014",241
"google-font-api","2010",188
"google-form","2011",410
"google-fusion-tables","2009",483
"google-gdk","2012",352
"google-geocoder","2010",360
"google-geocoding-api","2011",231
"google-glass","2012",717
"google-home","2016",151
"google-kubernetes-engine","2016",143
"google-login","2010",339
"google-maps","2008",23823
"google-maps-android-api-2","2011",1485
"google-maps-api-2","2008",584
"google-maps-api-3","2008",9673
"google-maps-markers","2009",1850
"google-maps-sdk-ios","2012",509
"google-mirror-api","2012",212
"google-nativeclient","2009",193
"google-oauth","2008",1905
"google-oauth2","2011",527
"google-openid","2009",206
"google-pagespeed","2011",147
"google-places","2011",237
"google-places-api","2010",1585
"google-play","2009",3452
"google-play-console","2014",102
"google-play-games","2013",526
"google-play-services","2010",2601
"google-plus","2011",1998
"google-plus-one","2011",208
"google-polyline","2011",200
"google-project-tango","2014",262
"google-search","2008",612
"google-search-api","2009",230
"google-sheets-api","2009",459
"google-sheets-query","2017",57
"google-signin","2013",823
"google-sites","2008",229
"google-speech-api","2015",190
"google-spreadsheet-api","2010",624
"google-street-view","2008",267
"google-tag-manager","2012",926
"google-translate","2008",523
"google-tv","2010",162
"google-vision","2015",166
"google-visualization","2008",3108
"google-vr","2016",147
"google-webfonts","2010",162
"google-webmaster-tools","2009",369
"googlebot","2008",230
"googlemock","2009",172
"googletest","2008",667
"gorilla","2013",127
"gorm","2008",1866
"goroutine","2009",361
"goto","2008",320
"gpgpu","2008",690
"gpio","2011",366
"gprs","2008",161
"gps","2008",3809
"gpu","2008",1561
"gpu-programming","2009",210
"gpuimage","2012",433
"gql","2008",205
"gradient","2008",1134
"gradient-descent","2011",249
"gradle","2009",13703
"gradle-plugin","2014",341
"gradlew","2013",262
"grafana","2014",473
"grails","2008",13224
"grails-2.0","2011",634
"grails-3.0","2015",201
"grails-controller","2010",198
"grails-domain-class","2010",335
"grails-plugin","2009",749
"grammar","2008",1079
"grand-central-dispatch","2009",1539
"grant","2009",201
"grape","2008",208
"graph","2008",7044
"graph-algorithm","2008",715
"graph-databases","2009",885
"graph-theory","2008",812
"graph-visualization","2009",144
"graphic","2009",179
"graphics","2008",6513
"graphics2d","2009",523
"graphicsmagick","2010",276
"graphing","2008",171
"graphite","2011",369
"graphql","2015",1815
"graphql-js","2015",357
"graphviz","2008",774
"gravity","2009",221
"gravity-forms-plugin","2012",255
"grayscale","2009",265
"greasemonkey","2008",879
"greatest-n-per-group","2008",888
"greedy","2008",189
"greendao","2012",266
"greenplum","2010",171
"greensock","2011",188
"gregorian-calendar","2009",139
"gremlin","2011",559
"grep","2008",4146
"grepl","2011",119
"grid","2008",3371
"grid-layout","2008",688
"grid-search","2015",122
"gridbaglayout","2009",379
"gridextra","2012",117
"gridfs","2010",378
"gridgain","2008",116
"gridview","2008",10082
"grizzly","2009",206
"grocery-crud","2011",140
"grok","2009",168
"groovy","2008",9708
"group-by","2008",5527
"group-concat","2008",408
"group-policy","2008",124
"groupbox","2008",149
"grouping","2008",1688
"grpc","2015",505
"grunt-contrib-watch","2013",232
"gruntjs","2012",4655
"gs-conditional-formatting","2013",49
"gsap","2014",213
"gsl","2009",180
"gsm","2009",475
"gsoap","2008",221
"gson","2009",2952
"gsp","2008",581
"gspread","2010",88
"gstreamer","2009",1101
"gsub","2009",532
"gsuite","2017",130
"gsutil","2012",143
"gtk","2008",2977
"gtk#","2008",324
"gtk2","2008",165
"gtk3","2009",838
"gtkmm","2009",310
"guard","2009",347
"guava","2009",1411
"guice","2009",1402
"guid","2008",882
"gulp","2014",5625
"gulp-sass","2014",300
"gulp-watch","2014",382
"gunicorn","2011",987
"gurobi","2008",151
"guzzle","2012",641
"gwt","2008",9333
"gwt-rpc","2008",261
"gwt2","2010",196
"gwtp","2012",136
"gxt","2009",552
"gyroscope","2008",227
"gzip","2008",1942
"h.264","2009",770
"h2","2008",1240
"h2o","2014",367
"h5py","2010",191
"haar-classifier","2014",121
"hadoop","2008",14688
"hadoop-streaming","2011",314
"hadoop2","2010",811
"hamburger-menu","2015",137
"hamcrest","2008",301
"haml","2008",1585
"hammer.js","2012",277
"hana","2013",422
"handle","2008",436
"handlebars.js","2011",3032
"handler","2008",1171
"handshake","2010",167
"handsontable","2012",421
"hang","2008",388
"hangfire","2014",267
"hapijs","2014",557
"haproxy","2008",638
"hard-drive","2008",210
"hardware","2008",1111
"hardware-acceleration","2009",229
"has-and-belongs-to-many","2008",606
"has-many","2008",572
"has-many-through","2008",679
"has-one","2009",152
"hash","2008",7902
"hashcode","2008",715
"hashmap","2008",3779
"hashset","2008",637
"hashtable","2008",1480
"hashtag","2010",298
"haskell","2008",16543
"haskell-stack","2008",375
"hateoas","2009",290
"having","2008",280
"haxe","2008",605
"haxm","2013",111
"hazelcast","2009",672
"hbase","2008",2508
"hdf5","2008",598
"hdfs","2009",2388
"hdinsight","2012",306
"hdl","2008",181
"head","2009",221
"header","2008",3658
"header-files","2008",986
"headless","2008",240
"headless-browser","2009",212
"health-kit","2014",323
"health-monitoring","2008",158
"heap","2008",1511
"heap-dump","2010",155
"heap-memory","2008",776
"heapsort","2009",120
"heatmap","2008",638
"hebrew","2008",231
"hector","2011",153
"height","2009",1990
"helper","2008",659
"helpers","2009",358
"here-api","2011",414
"heredoc","2008",241
"heroku","2008",12896
"heroku-postgres","2012",194
"heroku-toolbelt","2012",242
"heuristics","2008",233
"hex","2008",2434
"hhvm","2012",264
"hibernate","2008",31331
"hibernate-annotations","2009",249
"hibernate-criteria","2008",596
"hibernate-envers","2009",273
"hibernate-mapping","2008",1102
"hibernate-search","2008",486
"hibernate-validator","2009",424
"hid","2008",332
"hidden","2008",606
"hidden-field","2008",358
"hidden-markov-models","2008",121
"hide","2008",1230
"hierarchical","2009",150
"hierarchical-clustering","2008",222
"hierarchical-data","2008",655
"hierarchy","2008",932
"high-availability","2008",463
"highcharts","2009",7387
"higher-order-functions","2009",353
"highlight","2008",770
"highlighting","2008",413
"highstock","2011",807
"hikaricp","2014",252
"histogram","2008",1216
"history","2008",642
"history.js","2011",211
"hittest","2009",214
"hive","2008",5464
"hiveql","2012",941
"hl7","2008",238
"hl7-fhir","2013",159
"hls","2014",377
"hlsl","2009",429
"hmac","2008",431
"hmvc","2009",186
"hololens","2016",163
"homebrew","2008",1856
"homescreen","2008",231
"homestead","2014",511
"homography","2009",99
"hook","2008",1676
"hook-woocommerce","2014",380
"horizontal-scrolling","2009",509
"horizontalscrollview","2009",358
"hornetq","2009",225
"hortonworks-data-platform","2012",453
"host","2009",499
"hosting","2008",1732
"hostname","2008",359
"hosts","2008",287
"hotkeys","2008",426
"hotmail","2008",161
"hough-transform","2009",151
"hover","2008",2886
"hp-uft","2013",321
"hp-ux","2008",122
"hpc","2008",289
"hql","2008",1849
"href","2008",1241
"hsqldb","2008",1001
"hstore","2011",197
"hsv","2008",113
"hta","2008",316
"html","2008",283597
"html-agility-pack","2008",1075
"html-email","2008",1417
"html-encode","2008",289
"html-entities","2008",581
"html-form","2008",775
"html-framework-7","2015",41
"html-helper","2008",1102
"html-input","2008",212
"html-lists","2008",1949
"html-parsing","2008",1912
"html-select","2008",1394
"html-table","2008",5708
"html-to-pdf","2009",172
"html.dropdownlistfor","2009",368
"html2canvas","2012",411
"html2pdf","2009",156
"html5","2008",48380
"html5-appcache","2011",238
"html5-audio","2010",1071
"html5-canvas","2010",3558
"html5-history","2010",228
"html5-video","2010",2469
"htmlpurifier","2009",139
"htmlspecialchars","2009",138
"htmlunit","2009",548
"http","2008",21708
"http-authentication","2008",284
"http-basic-authentication","2008",219
"http-caching","2008",246
"http-delete","2009",168
"http-error","2008",204
"http-get","2008",525
"http-headers","2008",4429
"http-live-streaming","2009",400
"http-post","2008",2709
"http-proxy","2009",415
"http-redirect","2009",374
"http-referer","2008",200
"http-request","2009",161
"http-status-code-301","2008",609
"http-status-code-302","2008",222
"http-status-code-400","2011",195
"http-status-code-401","2008",309
"http-status-code-403","2008",620
"http-status-code-404","2008",2190
"http-status-code-405","2008",146
"http-status-code-503","2009",131
